industry,subscription_type,country,usage_frequency,login_activity,support_tickets,monthly_spend,payment_history,churn
Finance,Pro,Germany,15.0,10.0,2,36,Late,0
Finance,Basic,Australia,9.0,114.0,0,483,Failed,1
Retail,Enterprise,UK,36.0,48.0,3,265,Late,0
Retail,Pro,UK,22.0,77.0,3,496,On_time,0
Healthcare,Pro,USA,3.0,52.0,2,327,Failed,1
Travel,Pro,India,26.0,76.0,1,343,Failed,0
Education,Pro,India,28.0,71.0,2,365,Failed,1
Healthcare,Pro,Australia,14.0,,1,129,Late,0
Technology,Enterprise,USA,22.0,68.0,2,419,On_time,0
Healthcare,Basic,UK,25.0,112.0,2,124,Failed,0
Healthcare,Basic,UK,4.0,25.0,1,142,On_time,0
Retail,Pro,Sri lanka,26.0,61.0,0,373,Late,0
Education,Pro,India,9.0,76.0,4,343,Failed,0
Healthcare,Enterprise,Germany,9.0,93.0,2,253,On_time,0
Education,Enterprise,Sri lanka,10.0,6.0,2,398,Failed,1
Technology,Enterprise,Germany,25.0,59.0,2,67,Failed,0
Retail,Enterprise,USA,32.0,51.0,1,439,Late,0
Travel,Pro,UK,6.0,43.0,3,388,On_time,0
Technology,Pro,UK,17.0,47.0,0,73,Late,0
Education,Pro,Sri lanka,31.0,19.0,0,368,Late,0
Retail,Enterprise,USA,1.0,68.0,1,422,Failed,1
Retail,Enterprise,USA,6.0,1.0,2,300,Late,0
Retail,Pro,India,19.0,93.0,2,90,Failed,0
Healthcare,Basic,Australia,17.0,61.0,3,312,Late,0
Retail,Enterprise,Sri lanka,18.0,62.0,1,219,Late,0
Retail,Enterprise,USA,24.0,77.0,2,409,Failed,0
Retail,Enterprise,India,35.0,33.0,3,467,Failed,0
Education,Basic,India,1.0,63.0,7,301,Failed,1
Travel,Enterprise,UK,19.0,111.0,3,282,On_time,0
Technology,Pro,UK,35.0,15.0,2,270,Late,0
Education,Enterprise,USA,15.0,86.0,1,363,Failed,1
Travel,Enterprise,Australia,21.0,71.0,2,307,Late,0
Finance,Basic,Germany,5.0,62.0,1,100,Failed,1
Travel,Basic,USA,24.0,66.0,2,312,On_time,0
Finance,Pro,Germany,37.0,101.0,0,310,Late,0
Education,Pro,UK,23.0,28.0,1,263,Failed,0
Education,Enterprise,UK,36.0,33.0,1,292,Failed,0
Education,Basic,UK,40.0,7.0,2,178,Late,0
Education,Pro,UK,12.0,48.0,0,230,Late,0
Retail,Basic,Australia,10.0,39.0,3,141,Late,0
Healthcare,Pro,India,14.0,75.0,0,221,Late,0
Retail,Pro,Australia,29.0,73.0,1,203,Failed,1
Retail,Basic,Sri lanka,31.0,17.0,1,448,Late,0
Travel,Pro,India,24.0,9.0,0,38,Failed,1
Technology,Pro,USA,39.0,6.0,3,32,On_time,0
Retail,Enterprise,Australia,12.0,85.0,2,88,On_time,0
Finance,Enterprise,USA,37.0,12.0,3,320,Late,0
Education,Basic,Sri lanka,39.0,106.0,2,479,On_time,0
Finance,Pro,Australia,1.0,44.0,9,406,Failed,1
Technology,Basic,Australia,25.0,91.0,1,327,Failed,0
Technology,Pro,USA,39.0,89.0,2,113,Late,0
Finance,Pro,India,19.0,53.0,0,424,Late,0
Travel,Pro,UK,36.0,40.0,4,197,Failed,0
Finance,Pro,India,4.0,,1,360,Failed,0
Retail,Pro,Germany,26.0,107.0,1,483,On_time,0
Finance,Basic,India,26.0,117.0,1,153,On_time,0
Healthcare,Enterprise,UK,8.0,71.0,0,328,On_time,0
Finance,Basic,India,14.0,16.0,0,348,Failed,0
Finance,Enterprise,Sri lanka,10.0,81.0,1,254,On_time,0
Travel,Pro,UK,29.0,70.0,4,440,Failed,0
Finance,Enterprise,Germany,21.0,4.0,4,84,Late,0
Finance,Pro,USA,29.0,52.0,3,117,Failed,0
Education,Basic,Germany,11.0,27.0,1,262,On_time,0
Retail,Pro,UK,18.0,77.0,1,159,Late,0
Retail,Enterprise,Sri lanka,30.0,31.0,3,198,On_time,0
Healthcare,Basic,Australia,7.0,109.0,0,38,Failed,0
Retail,Pro,Germany,19.0,100.0,1,183,Late,0
Travel,Basic,Australia,38.0,40.0,5,493,Failed,0
Travel,Pro,Australia,14.0,103.0,3,57,Failed,0
Education,Enterprise,Sri lanka,1.0,68.0,3,327,Failed,1
Education,Enterprise,Australia,8.0,107.0,1,216,Late,0
Travel,Basic,UK,20.0,14.0,4,398,Failed,0
Travel,Enterprise,Germany,5.0,77.0,1,274,On_time,0
Finance,Basic,Germany,11.0,53.0,0,443,Failed,0
Healthcare,Enterprise,Australia,32.0,88.0,1,247,On_time,0
Retail,Basic,India,27.0,84.0,1,264,Late,0
Travel,Enterprise,India,28.0,,2,161,Late,0
Finance,Basic,UK,8.0,48.0,0,99,Failed,0
Technology,Basic,Sri lanka,,7.0,6,107,On_time,0
Finance,Pro,Australia,33.0,16.0,3,289,Failed,0
Education,Pro,India,30.0,53.0,2,409,Failed,0
Healthcare,Pro,Sri lanka,33.0,44.0,1,320,Late,0
Technology,Basic,India,40.0,59.0,1,372,Failed,0
Retail,Basic,UK,39.0,47.0,2,43,Late,0
Travel,Basic,India,15.0,36.0,2,481,On_time,0
Healthcare,Pro,Germany,,36.0,1,443,On_time,0
Retail,Enterprise,Sri lanka,29.0,27.0,1,363,On_time,0
Education,Basic,UK,21.0,33.0,1,326,Failed,0
Healthcare,Enterprise,Australia,15.0,95.0,2,206,Late,0
Finance,Pro,Sri lanka,6.0,29.0,0,79,On_time,0
Education,Enterprise,UK,22.0,24.0,1,197,Late,0
Retail,Pro,Australia,11.0,56.0,1,255,On_time,0
Travel,Pro,Germany,21.0,82.0,1,480,Failed,1
Healthcare,Enterprise,USA,12.0,62.0,2,27,On_time,0
Retail,Pro,UK,9.0,91.0,4,452,On_time,0
Finance,Enterprise,Australia,37.0,57.0,1,417,On_time,0
Retail,Basic,Australia,4.0,53.0,4,254,On_time,0
Technology,Basic,Germany,40.0,7.0,4,259,Failed,1
Finance,Basic,Germany,15.0,93.0,0,401,Late,0
Finance,Basic,Germany,21.0,15.0,2,82,On_time,0
Healthcare,Pro,UK,4.0,,2,476,Failed,1
Technology,Basic,USA,7.0,117.0,3,355,On_time,0
Healthcare,Basic,India,30.0,4.0,1,261,Late,1
Finance,Enterprise,USA,21.0,70.0,1,472,Late,0
Travel,Enterprise,Germany,9.0,84.0,1,150,Failed,1
Education,Basic,India,9.0,100.0,1,82,On_time,0
Finance,Basic,Germany,23.0,34.0,4,279,On_time,0
Retail,Pro,Sri lanka,24.0,31.0,1,350,Failed,0
Technology,Basic,USA,37.0,,2,301,Late,0
Finance,Basic,USA,31.0,26.0,1,236,On_time,0
Finance,Pro,Germany,22.0,15.0,0,203,On_time,0
Retail,Pro,Germany,10.0,20.0,1,456,Failed,0
Education,Enterprise,Germany,1.0,2.0,0,465,Failed,1
Healthcare,Pro,India,14.0,72.0,4,79,Late,0
Education,Enterprise,USA,28.0,57.0,5,475,Late,0
Technology,Basic,Sri lanka,19.0,118.0,2,147,On_time,0
Technology,Basic,USA,35.0,107.0,4,299,Late,0
Technology,Basic,Sri lanka,13.0,96.0,1,460,On_time,0
Technology,Basic,India,34.0,37.0,4,205,Failed,1
Travel,Enterprise,India,14.0,98.0,2,394,Late,0
Education,Pro,Sri lanka,26.0,16.0,3,456,On_time,0
Technology,Pro,Germany,8.0,78.0,2,42,Failed,0
Technology,Enterprise,Germany,18.0,46.0,0,45,Late,0
Technology,Enterprise,USA,10.0,47.0,1,154,On_time,0
Healthcare,Enterprise,USA,16.0,31.0,1,175,On_time,0
Education,Enterprise,Sri lanka,19.0,101.0,6,41,Late,0
Finance,Basic,Germany,22.0,,1,319,Failed,1
Retail,Basic,Sri lanka,40.0,97.0,1,93,Late,0
Travel,Pro,India,22.0,81.0,1,219,Failed,0
Finance,Enterprise,Sri lanka,20.0,76.0,4,233,Failed,0
Education,Basic,UK,37.0,77.0,2,443,Late,0
Technology,Basic,UK,37.0,98.0,5,63,Late,0
Retail,Enterprise,Australia,28.0,37.0,7,452,Late,0
Technology,Pro,Sri lanka,24.0,24.0,2,93,Failed,1
Finance,Enterprise,Sri lanka,8.0,64.0,2,149,Late,0
Healthcare,Pro,USA,8.0,13.0,3,149,Late,0
Travel,Pro,Australia,12.0,64.0,5,467,On_time,0
Finance,Basic,USA,17.0,78.0,2,121,Late,0
Retail,Pro,USA,25.0,86.0,1,40,On_time,0
Retail,Basic,UK,30.0,92.0,1,254,Late,0
Healthcare,Basic,Australia,22.0,21.0,1,65,Failed,0
Education,Pro,USA,9.0,17.0,3,211,Late,0
Retail,Pro,USA,6.0,53.0,1,193,On_time,0
Healthcare,Pro,Sri lanka,40.0,14.0,1,71,On_time,0
Technology,Enterprise,Australia,26.0,53.0,3,438,On_time,0
Finance,Pro,India,31.0,53.0,0,205,Late,0
Finance,Basic,Germany,5.0,16.0,0,377,On_time,0
Retail,Enterprise,UK,32.0,52.0,1,487,Late,0
Healthcare,Pro,Germany,18.0,1.0,1,447,On_time,0
Technology,Basic,Sri lanka,40.0,6.0,4,152,On_time,0
Healthcare,Enterprise,Sri lanka,40.0,34.0,0,320,Late,0
Travel,Pro,UK,7.0,80.0,0,97,Failed,0
Finance,Basic,Australia,14.0,44.0,3,179,Failed,0
Retail,Enterprise,UK,3.0,39.0,0,233,Late,1
Finance,Pro,Sri lanka,6.0,112.0,2,355,Failed,0
Finance,Pro,Germany,11.0,32.0,1,328,On_time,0
Healthcare,Pro,Sri lanka,12.0,56.0,3,352,Late,0
Technology,Enterprise,Australia,40.0,30.0,2,375,On_time,0
Retail,Pro,Sri lanka,30.0,25.0,0,119,Late,0
Retail,Enterprise,India,18.0,5.0,3,56,Late,0
Travel,Basic,India,22.0,13.0,0,284,Late,0
Education,Enterprise,India,24.0,44.0,3,449,Failed,1
Technology,Enterprise,Australia,30.0,71.0,3,478,Late,0
Healthcare,Enterprise,Sri lanka,14.0,85.0,3,438,Late,0
Travel,Enterprise,Germany,13.0,76.0,1,350,On_time,0
Healthcare,Enterprise,Australia,11.0,59.0,2,353,Late,0
Finance,Pro,UK,25.0,33.0,3,409,Failed,0
Education,Enterprise,Australia,25.0,15.0,1,497,Late,0
Technology,Enterprise,India,34.0,91.0,2,28,Late,0
Technology,Pro,India,8.0,78.0,3,145,Late,0
Healthcare,Pro,Germany,4.0,84.0,3,159,On_time,1
Finance,Basic,India,38.0,26.0,1,459,Failed,0
Technology,Enterprise,USA,14.0,6.0,1,114,Late,0
Retail,Basic,Australia,17.0,89.0,3,108,Failed,0
Retail,Enterprise,Germany,31.0,59.0,2,269,Failed,1
Technology,Enterprise,Australia,23.0,14.0,1,335,Failed,1
Education,Pro,Sri lanka,12.0,13.0,1,82,Late,0
Retail,Enterprise,Germany,38.0,50.0,1,208,Failed,1
Retail,Enterprise,USA,8.0,104.0,3,449,Late,0
Healthcare,Enterprise,India,22.0,87.0,4,103,On_time,0
Technology,Basic,India,33.0,80.0,1,373,On_time,0
Retail,Enterprise,Sri lanka,7.0,38.0,1,189,Failed,1
Finance,Basic,Germany,22.0,5.0,1,271,Late,0
Technology,Enterprise,USA,15.0,95.0,5,185,Late,0
Travel,Basic,UK,22.0,107.0,3,368,Late,0
Travel,Pro,UK,20.0,33.0,2,154,On_time,0
Technology,Pro,Sri lanka,8.0,28.0,3,306,Late,0
Finance,Basic,India,12.0,95.0,4,198,Failed,1
Travel,Pro,India,4.0,87.0,1,456,Failed,1
Finance,Enterprise,India,21.0,109.0,1,77,On_time,0
Education,Basic,Germany,32.0,37.0,0,479,Late,0
Finance,Pro,India,15.0,34.0,2,476,On_time,0
Finance,Basic,USA,5.0,87.0,5,473,Late,0
Technology,Pro,Australia,,97.0,2,422,On_time,0
Finance,Enterprise,Sri lanka,28.0,87.0,1,238,Late,0
Technology,Enterprise,India,34.0,68.0,2,218,Late,0
Travel,Pro,USA,26.0,26.0,3,483,On_time,0
Technology,Basic,India,17.0,22.0,2,283,Late,0
Finance,Enterprise,Sri lanka,21.0,,2,329,On_time,0
Technology,Pro,Australia,26.0,85.0,4,261,Late,0
Finance,Pro,USA,14.0,40.0,3,81,On_time,0
Education,Basic,Sri lanka,23.0,99.0,4,345,Late,0
Travel,Pro,USA,2.0,118.0,1,284,On_time,0
Healthcare,Basic,Sri lanka,34.0,81.0,3,474,Failed,1
Retail,Pro,Sri lanka,34.0,48.0,1,372,Failed,0
Finance,Basic,UK,13.0,87.0,5,137,Failed,0
Technology,Basic,UK,5.0,60.0,2,165,Late,0
Healthcare,Pro,USA,21.0,54.0,2,135,On_time,0
Technology,Enterprise,Australia,23.0,22.0,3,317,On_time,0
Education,Pro,Sri lanka,23.0,70.0,3,140,On_time,0
Travel,Pro,India,29.0,12.0,2,323,On_time,0
Travel,Pro,USA,24.0,62.0,3,272,Failed,0
Technology,Pro,UK,30.0,94.0,4,462,Failed,0
Education,Enterprise,Germany,26.0,,3,327,Failed,0
Finance,Enterprise,UK,10.0,46.0,4,379,Failed,0
Education,Pro,USA,10.0,106.0,4,380,Late,0
Technology,Enterprise,Sri lanka,37.0,2.0,3,372,Late,1
Finance,Enterprise,Germany,4.0,45.0,2,236,Late,1
Technology,Pro,Sri lanka,37.0,34.0,5,484,On_time,0
Healthcare,Pro,India,8.0,65.0,0,154,Late,0
Healthcare,Basic,Sri lanka,5.0,24.0,0,292,Late,0
Technology,Basic,Australia,37.0,20.0,1,326,Failed,1
Healthcare,Pro,Australia,8.0,13.0,0,212,Late,0
Retail,Enterprise,India,9.0,31.0,1,459,Failed,0
Retail,Pro,UK,34.0,9.0,2,352,Late,0
Travel,Pro,UK,1.0,89.0,4,153,Late,0
Education,Enterprise,Australia,27.0,12.0,1,193,Late,0
Healthcare,Enterprise,Australia,33.0,74.0,3,150,On_time,0
Travel,Basic,UK,3.0,86.0,4,374,On_time,0
Retail,Pro,USA,32.0,75.0,4,209,Failed,0
Travel,Pro,India,35.0,68.0,2,166,On_time,0
Technology,Enterprise,Germany,12.0,11.0,3,22,Late,0
Retail,Basic,Australia,20.0,28.0,1,491,Late,0
Education,Basic,USA,40.0,6.0,2,255,Late,1
Technology,Enterprise,UK,13.0,86.0,4,129,Late,0
Retail,Basic,Australia,37.0,21.0,3,130,Late,0
Travel,Pro,Sri lanka,29.0,47.0,4,391,On_time,0
Finance,Enterprise,Sri lanka,23.0,93.0,4,30,On_time,0
Travel,Enterprise,Sri lanka,5.0,69.0,1,429,Failed,0
Retail,Enterprise,Sri lanka,8.0,69.0,2,75,Late,0
Education,Pro,UK,4.0,100.0,4,376,Failed,1
Retail,Enterprise,USA,10.0,105.0,4,256,Late,0
Technology,Pro,USA,13.0,46.0,2,460,On_time,0
Education,Pro,USA,5.0,70.0,2,55,Failed,0
Finance,Basic,Sri lanka,33.0,31.0,1,267,Failed,1
Healthcare,Enterprise,Germany,37.0,,1,415,Failed,0
Education,Basic,Germany,22.0,17.0,1,312,Late,0
Retail,Basic,USA,38.0,96.0,3,459,On_time,0
Retail,Pro,USA,17.0,8.0,2,361,On_time,1
Retail,Pro,Germany,16.0,66.0,2,483,On_time,0
Healthcare,Basic,Sri lanka,6.0,115.0,1,226,Late,0
Education,Enterprise,India,33.0,43.0,1,248,Failed,0
Education,Pro,India,5.0,93.0,3,151,Failed,0
Retail,Pro,Australia,29.0,59.0,2,190,On_time,0
Finance,Pro,Sri lanka,27.0,100.0,2,70,Failed,0
Travel,Basic,Australia,11.0,90.0,2,72,Late,0
Finance,Basic,USA,9.0,60.0,1,269,Late,0
Travel,Pro,UK,27.0,39.0,2,271,On_time,0
Travel,Enterprise,Sri lanka,19.0,50.0,5,386,Failed,0
Education,Enterprise,Sri lanka,40.0,77.0,4,256,Failed,0
Healthcare,Enterprise,Australia,36.0,63.0,0,174,Failed,0
Healthcare,Pro,India,9.0,119.0,2,26,Failed,0
Travel,Basic,India,8.0,80.0,1,474,Failed,1
Finance,Basic,Australia,21.0,53.0,2,267,Late,0
Retail,Enterprise,Germany,22.0,103.0,0,430,Late,0
Education,Pro,Sri lanka,4.0,88.0,2,278,Failed,1
Finance,Basic,UK,28.0,63.0,1,489,On_time,0
Healthcare,Pro,Germany,30.0,113.0,1,249,Failed,0
Education,Pro,UK,12.0,89.0,1,68,Late,0
Travel,Pro,Germany,,29.0,3,153,On_time,0
Healthcare,Pro,Sri lanka,7.0,5.0,1,51,Late,1
Finance,Basic,USA,13.0,30.0,0,335,Late,0
Technology,Enterprise,Australia,21.0,28.0,1,408,Failed,0
Retail,Pro,Sri lanka,18.0,60.0,1,478,Late,0
Education,Enterprise,Australia,17.0,112.0,2,393,Failed,1
Travel,Pro,Germany,6.0,34.0,1,401,Failed,0
Education,Basic,India,20.0,13.0,0,124,On_time,0
Retail,Pro,USA,32.0,26.0,0,33,On_time,0
Healthcare,Enterprise,Australia,36.0,8.0,1,110,Failed,1
Retail,Pro,USA,10.0,25.0,3,493,Late,0
Healthcare,Enterprise,India,21.0,36.0,6,42,On_time,0
Travel,Pro,Germany,16.0,22.0,1,463,Late,0
Travel,Enterprise,USA,38.0,107.0,4,194,Late,0
Healthcare,Basic,Germany,3.0,24.0,1,323,On_time,0
Finance,Basic,USA,35.0,54.0,1,218,Late,0
Retail,Enterprise,India,,53.0,2,88,On_time,0
Technology,Enterprise,USA,6.0,,3,314,On_time,0
Technology,Basic,UK,21.0,40.0,4,313,On_time,0
Education,Pro,Sri lanka,15.0,7.0,0,84,Late,0
Education,Basic,Sri lanka,38.0,67.0,1,96,Failed,0
Technology,Basic,USA,18.0,81.0,1,29,Failed,0
Retail,Basic,USA,29.0,48.0,1,135,Failed,0
Finance,Pro,Sri lanka,13.0,44.0,3,96,Failed,1
Travel,Enterprise,Germany,12.0,44.0,0,376,On_time,0
Finance,Basic,Germany,34.0,87.0,2,94,On_time,0
Technology,Enterprise,Australia,33.0,115.0,3,240,On_time,0
Education,Enterprise,Sri lanka,19.0,36.0,1,191,On_time,0
Education,Enterprise,USA,18.0,60.0,0,234,Late,0
Travel,Basic,India,22.0,90.0,2,470,On_time,0
Retail,Basic,USA,27.0,18.0,2,372,On_time,0
Retail,Basic,India,20.0,94.0,5,369,On_time,0
Finance,Basic,Australia,27.0,108.0,0,429,Failed,0
Education,Pro,India,,100.0,3,277,Failed,0
Retail,Basic,Sri lanka,1.0,95.0,3,305,Failed,0
Travel,Enterprise,Sri lanka,10.0,99.0,1,153,Failed,0
Travel,Basic,Germany,3.0,41.0,0,480,On_time,0
Healthcare,Basic,Germany,18.0,58.0,2,297,On_time,0
Travel,Basic,USA,24.0,40.0,2,293,Failed,1
Finance,Pro,India,17.0,102.0,1,397,Failed,0
Finance,Pro,Australia,21.0,62.0,0,126,On_time,0
Retail,Pro,UK,13.0,76.0,0,314,On_time,0
Healthcare,Enterprise,UK,24.0,118.0,0,80,On_time,0
Technology,Pro,UK,5.0,79.0,2,27,Failed,0
Retail,Pro,India,24.0,117.0,1,212,On_time,0
Technology,Basic,USA,34.0,81.0,2,299,Late,0
Education,Basic,India,39.0,21.0,1,140,On_time,0
Healthcare,Enterprise,Sri lanka,13.0,101.0,1,417,Late,0
Technology,Pro,Australia,22.0,81.0,0,192,Late,0
Finance,Enterprise,UK,40.0,19.0,4,472,Late,0
Retail,Basic,Germany,3.0,38.0,0,486,Failed,0
Education,Pro,India,40.0,50.0,2,469,On_time,0
Healthcare,Pro,Sri lanka,23.0,6.0,1,54,Late,0
Education,Enterprise,Sri lanka,29.0,7.0,2,95,On_time,0
Travel,Enterprise,USA,10.0,79.0,3,470,Late,0
Healthcare,Basic,UK,2.0,6.0,2,252,On_time,0
Technology,Enterprise,Sri lanka,24.0,86.0,0,445,On_time,0
Finance,Basic,Sri lanka,27.0,33.0,4,301,Failed,0
Education,Pro,India,22.0,21.0,1,127,On_time,0
Retail,Enterprise,Germany,30.0,27.0,2,356,Late,0
Healthcare,Pro,Sri lanka,4.0,14.0,3,481,Late,1
Retail,Enterprise,USA,3.0,1.0,4,232,Late,1
Travel,Pro,India,26.0,3.0,2,276,Late,0
Retail,Pro,USA,40.0,111.0,2,414,On_time,0
Retail,Basic,India,27.0,14.0,1,257,Failed,0
Travel,Pro,Germany,10.0,24.0,1,156,Failed,0
Healthcare,Basic,India,17.0,102.0,1,197,Failed,1
Travel,Basic,USA,37.0,6.0,1,375,Late,0
Healthcare,Enterprise,Sri lanka,25.0,11.0,1,349,Failed,0
Education,Pro,Sri lanka,5.0,72.0,1,107,On_time,0
Finance,Enterprise,Germany,40.0,57.0,1,375,On_time,0
Education,Pro,USA,12.0,75.0,4,234,Failed,0
Technology,Pro,Sri lanka,37.0,73.0,2,343,On_time,0
Travel,Basic,India,12.0,44.0,3,353,Late,0
Healthcare,Basic,Germany,13.0,105.0,2,246,On_time,0
Technology,Enterprise,India,3.0,68.0,2,36,Failed,0
Retail,Enterprise,Sri lanka,16.0,9.0,2,159,Late,0
Retail,Pro,UK,15.0,66.0,2,200,Late,0
Travel,Pro,Sri lanka,20.0,39.0,2,332,Failed,0
Technology,Basic,India,19.0,71.0,3,398,On_time,0
Healthcare,Pro,Australia,36.0,81.0,1,423,On_time,0
Retail,Pro,Australia,28.0,50.0,1,46,Late,0
Technology,Enterprise,Australia,,32.0,0,156,Late,0
Retail,Enterprise,USA,20.0,45.0,1,284,Failed,0
Technology,Pro,Australia,30.0,84.0,4,353,Failed,0
Finance,Enterprise,Australia,9.0,94.0,3,154,Failed,0
Finance,Enterprise,Sri lanka,13.0,68.0,0,76,On_time,0
Retail,Enterprise,Germany,36.0,14.0,0,243,On_time,0
Travel,Enterprise,USA,27.0,106.0,2,109,On_time,0
Healthcare,Basic,USA,4.0,106.0,3,291,Failed,1
Technology,Enterprise,UK,19.0,,4,75,Late,0
Education,Basic,India,15.0,103.0,3,288,On_time,0
Technology,Enterprise,Germany,1.0,16.0,3,205,Failed,1
Healthcare,Pro,Australia,12.0,60.0,2,262,Failed,1
Travel,Pro,Australia,28.0,71.0,6,146,Late,0
Travel,Pro,USA,6.0,101.0,5,161,Late,0
Retail,Basic,Australia,37.0,8.0,0,416,On_time,0
Technology,Pro,Sri lanka,40.0,107.0,2,307,Late,0
Retail,Enterprise,Sri lanka,22.0,66.0,1,239,Late,0
Retail,Pro,USA,11.0,33.0,5,198,Failed,1
Finance,Pro,India,16.0,13.0,2,106,Failed,0
Education,Basic,Australia,12.0,78.0,6,380,Failed,0
Retail,Enterprise,Germany,13.0,36.0,2,141,Failed,1
Education,Pro,USA,32.0,102.0,4,298,On_time,0
Retail,Pro,India,17.0,80.0,0,486,Late,0
Technology,Pro,USA,30.0,58.0,1,292,Failed,0
Retail,Basic,Australia,15.0,114.0,2,372,Failed,0
Travel,Pro,USA,27.0,99.0,4,180,On_time,0
Finance,Enterprise,India,33.0,103.0,1,274,Late,0
Finance,Basic,Sri lanka,23.0,79.0,2,259,Failed,0
Travel,Enterprise,Sri lanka,14.0,81.0,1,299,Failed,0
Retail,Pro,USA,13.0,20.0,1,201,Failed,0
Technology,Pro,Germany,34.0,28.0,3,301,Failed,0
Retail,Pro,UK,20.0,106.0,1,397,Failed,1
Education,Pro,India,10.0,61.0,6,47,On_time,0
Education,Enterprise,Australia,28.0,117.0,1,336,Late,0
Healthcare,Basic,UK,5.0,114.0,0,446,On_time,0
Technology,Pro,UK,2.0,15.0,0,184,Failed,0
Education,Basic,Australia,7.0,20.0,2,402,Late,0
Healthcare,Pro,UK,23.0,19.0,2,442,Late,0
Technology,Enterprise,Australia,17.0,19.0,1,194,Late,0
Technology,Enterprise,Germany,39.0,35.0,2,399,Late,0
Finance,Pro,UK,17.0,81.0,1,332,Failed,0
Retail,Pro,Germany,37.0,61.0,1,55,Late,0
Technology,Enterprise,India,37.0,112.0,3,356,On_time,0
Finance,Basic,Australia,19.0,44.0,0,76,Failed,1
Travel,Enterprise,UK,11.0,22.0,3,414,Late,0
Finance,Enterprise,USA,38.0,117.0,0,113,Late,0
Finance,Basic,UK,10.0,26.0,3,270,Late,0
Education,Pro,UK,16.0,105.0,2,499,Late,0
Finance,Pro,UK,27.0,64.0,3,88,Late,0
Education,Enterprise,UK,33.0,84.0,1,208,Late,0
Healthcare,Pro,India,17.0,108.0,0,193,On_time,0
Education,Pro,Germany,26.0,95.0,2,438,On_time,0
Finance,Enterprise,USA,39.0,92.0,5,183,Late,0
Retail,Basic,UK,34.0,109.0,3,165,Late,0
Technology,Basic,India,8.0,91.0,1,233,Late,0
Healthcare,Enterprise,Germany,20.0,13.0,4,25,Failed,0
Travel,Pro,Germany,14.0,4.0,2,302,On_time,0
Travel,Enterprise,India,7.0,,2,335,Late,1
Education,Enterprise,Sri lanka,15.0,24.0,1,225,Late,0
Healthcare,Enterprise,UK,6.0,78.0,1,465,Late,0
Retail,Enterprise,USA,17.0,80.0,1,143,On_time,0
Education,Pro,Australia,,27.0,3,68,On_time,0
Technology,Basic,Sri lanka,36.0,81.0,3,209,On_time,0
Education,Basic,USA,20.0,86.0,2,309,Late,0
Technology,Pro,Australia,33.0,46.0,1,362,Failed,1
Retail,Enterprise,India,15.0,78.0,2,462,Late,0
Education,Pro,Germany,32.0,21.0,1,372,Late,0
Education,Basic,USA,16.0,39.0,1,258,Failed,0
Technology,Enterprise,India,13.0,56.0,1,47,Late,0
Education,Enterprise,Australia,7.0,82.0,2,279,Late,0
Travel,Basic,Germany,30.0,88.0,3,457,On_time,0
Travel,Basic,UK,8.0,55.0,2,435,Failed,0
Finance,Pro,USA,27.0,25.0,2,72,Failed,0
Finance,Pro,Sri lanka,38.0,48.0,0,91,On_time,0
Education,Basic,India,28.0,85.0,1,54,Late,0
Travel,Pro,UK,17.0,73.0,3,67,Failed,0
Retail,Basic,Sri lanka,22.0,49.0,2,233,Late,0
Finance,Pro,USA,25.0,66.0,0,476,Failed,0
Healthcare,Enterprise,India,9.0,77.0,1,456,On_time,0
Technology,Basic,Germany,15.0,50.0,3,58,On_time,0
Education,Enterprise,USA,10.0,108.0,2,310,Failed,0
Travel,Pro,Australia,36.0,64.0,1,165,On_time,0
Retail,Basic,UK,21.0,112.0,2,360,Failed,0
Technology,Enterprise,Australia,21.0,27.0,1,454,On_time,0
Healthcare,Basic,Australia,35.0,104.0,1,472,Late,0
Travel,Enterprise,India,8.0,11.0,3,68,Late,0
Retail,Pro,Australia,38.0,47.0,0,341,Late,0
Technology,Pro,India,30.0,77.0,3,48,On_time,0
Retail,Enterprise,India,15.0,23.0,1,496,On_time,0
Education,Enterprise,USA,8.0,86.0,3,340,Late,0
Healthcare,Enterprise,Germany,20.0,52.0,3,463,Late,0
Finance,Basic,USA,19.0,18.0,1,410,Late,0
Healthcare,Basic,USA,29.0,95.0,2,178,Late,0
Healthcare,Enterprise,USA,9.0,84.0,1,316,Failed,0
Education,Enterprise,India,2.0,114.0,5,433,Failed,0
Finance,Pro,Germany,22.0,110.0,1,375,Failed,0
Finance,Pro,Australia,13.0,71.0,3,255,Failed,1
Healthcare,Basic,Sri lanka,37.0,105.0,0,415,On_time,0
Finance,Pro,Germany,30.0,92.0,4,494,On_time,0
Retail,Basic,Australia,21.0,1.0,5,436,Late,0
Education,Basic,Sri lanka,25.0,72.0,1,177,On_time,0
Healthcare,Basic,Sri lanka,14.0,54.0,0,434,Late,0
Retail,Pro,USA,6.0,11.0,2,118,Failed,0
Healthcare,Pro,USA,36.0,17.0,1,282,Late,0
Technology,Pro,Australia,15.0,96.0,2,269,Failed,0
Technology,Basic,Germany,2.0,61.0,4,415,On_time,1
Travel,Basic,Germany,18.0,9.0,2,59,Late,0
Retail,Basic,USA,24.0,98.0,1,52,On_time,0
Travel,Pro,UK,23.0,77.0,2,452,Failed,1
Education,Basic,India,38.0,60.0,1,435,On_time,0
Education,Basic,Australia,15.0,116.0,3,405,Failed,1
Education,Pro,USA,19.0,111.0,1,33,Failed,0
